SOC,EFFECTIVE_DATE,SYS_CREATION_DATE,SYS_UPDATE_DATE,OPERATOR_ID,APPLICATION_ID,DL_SERVICE_CODE,DL_UPDATE_STAMP,SPECIAL_DAYS_SET_CODE,PRODUCT_TYPE,SOC_STATUS,SALE_EFF_DATE,SALE_EXP_DATE,SOC_DESCRIPTION,SERVICE_TYPE,SOC_LEVEL_CODE,CUSTOMER_TYPE,FOR_SALE_IND,INTERNAL_TYPE,PP_REPLACEMENT,REPLACED_PP,MAX_ALLOWED_CTNS,MIN_REQ_CTNS,MINIMUM_NO_MONTHS,MIN_REQ_USG_CHRG,ET_MAX_PEN_RATE,ET_MIN_PEN_RATE,PP_MIN_MOU_PRD_IND,MIN_REQ_USG_LEVEL,ICC_CHARGE_IND,DLR_COMMISSION_IND,DLR_RESIDUAL_IND,EXPIRATION_DATE,BILL_PRESENT_IND,COVERAGE_TYPE,AREA_CODE,EHA_FEE_IND,ROAM_ADMIN_FEE_IND,RERATE_SCHG_IND,ESTBL_CHARGE_IND,CUSTOMER_SUBTYPE,SOC_QTY_IND,RELATED_EQUIPMENT,ELA_FEE_IND,WELCOME_MESSAGE_TYPE,PRODUCT_SUB_TYPE,ROLLOVER_TYPE_IND,SOC_MODE,SL_MAX_AMOUNT,SL_MIN_AMOUNT,SL_DEPOSIT_AMT,MOBILE_TECHNOLOGY,MAX_MEMBERS,IRDB_TYPES,ILD_ELIG_IND,BEYOND_VOICE_IND,GEN_ATTRIBUTE,PP_CATEGORY,OFFER_ID,OFFER_DESC,CSE_IND,OFFER_MGR,SOC_NETWORK,DATA_ONLY_IND,RIM_SERVICE_NAME,SERVICE_CATEGORY,PPU_IND,CONTRACT_GRP_CD,UMTS_COMPATIBILITY,POOLING_PROFILE,POOLING_TYPE,SOC_MAGIC_TYPE,RETIRING_GRP_PP_ID,TIME_PERIOD_SOC,PUB_TO_ATLAS_IND,INSR_SOC_TYPE,RSTR_PP_IND,CNTR_TYPE,FILTER_ATTRIBUTES,INCL_MINS,THREEG_REQ_IND,M2AN_MAX_LINE_NO,MRC_PRICE_POINT,LTE_IND,SOC_MED_DESC,SOC_LONG_DESC,ALLOWANCE,UOM,PRORATION_IND,INTL_ROAM_ALLOWANCE,INTL_ROAM_PRORATION_IND,INTL_ROAM_UOM,ATL_ATTR_NAME,EXCLUDED_IMEI_TYPES,TITAN_OFFER_ID,SUBSCRIPTION_CLASS,TITAN_ELIG_IND,DATA_GROUP_IND,NATIONAL_IND,SOC_DURATION,AMSPRODUCT,SUBCLASS_ID, 
VADR     ,02-JAN-80,27-OCT-06,08-JUL-14,11111,CSM   ,T1406,1111,    ,M,A,01-NOV-05,03-NOV-06,VOICEDIAL *8,R,C, ,Y,,,,,,,,,,,,N,Y,Y,,,H,,,,,N,,,D,,,,N,V,,,,M,,,Y,V,RTP;,,,,,,T,,,V2,,,B,,,,,,,,,,A078;,,,,,,VOICEDIAL *8,,,,,,,,,,14308269,,Y,,,,,, 
ODNRNM013,02-JAN-80,15-JUN-05,08-JUL-14,11111,T1206 ,T1406,1111,DEF ,M,A,16-JUN-05,09-JUL-13,ORGN250_500M/NW,P,C, ,N,,,,,0,24,0,0,0,N,,N,Y,Y,,,H,,,,,N,,,D,,N,,,,,,,M,,A1,Y,,B2B_TYPE;ELIG_TYPE;VM:BASIC;BVM;,AAA,,,Y,,O,,,V1,,STD,,,,,,,,,,,,,,,,,ORGN250_500M/NW,,,,,,,,,,,,,,,,,, 
C96872930,02-JAN-80,24-APR-07,08-JUL-14,11111,T1206 ,T1406,,    ,M,A,11-NOV-00,10-JUN-06,NIGHTS & WEEKENDS UNL,R,C, ,N,,,,,,,,,,,,N,Y,Y,,,H,,N,N,,N,,,D,N,,,N,,,,,M,,,Y,V,ELIG_TYPE;,,,,,,T,,,V2,,,B,,,,,,,,,,A054;,,,,,,NIGHTS & WEEKENDS UNL,,,,,,,,,,,,,,,,,, 
LACNAC00 ,02-JAN-80,04-FEB-05,08-JUL-14,11111,T1206 ,T1406,1111,DEF ,M,A,27-AUG-04,10-JUN-06,NTN P 1000R,P,C, ,N,,,,,0,24,0,0,0,N,,N,Y,Y,,,H,,,,,N,,,D,,N,,,,,,,M,,A1,Y,,VM:BASIC;BVM;CAP_MINS1000;,AAA,,,,,O,,,V1,,STD,,,,,,,,,,,VOICE_PP;CONSUMER;,1000,,,,,NTN P 1000R,,,,,,,,,,,,,,,,,, 
BTRMCP60 ,02-JAN-80,29-JUN-06,08-JUL-14,754883,TDMA1 ,T1406,,,M,A,11-NOV-00,,Roam Rate $0.60,O,C,,Y,,,,,,,,,,,,N,N,N,,,R,,N,N,N,N,,,D,N,,,N,,,,,M,,99,Y,V,RESSOCREM;,,,,,,B,,,NC,,,N,,,N,,,,,,,A023;NOBUTTONS;,,,,,,Roam Rate $0.60,,,,,,,,,,,,,,,,,, 
BTW17R69 ,02-JAN-80,29-JUN-06,08-JUL-14,754883,TDMA1 ,T1406,,,M,A,11-NOV-00,,Roam Rate $0.69,O,C,,Y,,,,,,,,,,,,N,N,N,,,R,,N,N,N,N,,,D,N,,,N,,,,,M,,99,Y,V,RESSOCREM;,,,,,,B,,,NC,,,N,,,N,,,,,,,A023;NOBUTTONS;,,,,,,Roam Rate $0.69,,,,,,,,,,,,,,,,,, 
BTSMSTR1 ,02-JAN-80,15-AUG-05,08-JUL-14,754992,T1206 ,T1406,,BMC ,M,A,11-NOV-00,10-FEB-06,WIRELESS 60,P,C, ,N,,,,0,0,12,0,0,0,N,,N,Y,Y,,,H,,N,N,,N,,,D,N,N,,,,,,,M,,99,Y,,,AAA,,,,,B,N,,V1,,STD,,,,,,,,,,,VOICE_PP;CONSUMER;,60,,,,,WIRELESS 60,,,,,,,,,,,,,,,,,, 
BTXX3AR34,02-JAN-80,03-AUG-05,08-JUL-14,754992,T1206 ,T1406,,BMC ,M,A,11-NOV-00,10-FEB-06,REGIONAL ADVTG 350,P,C, ,N,,,,,0,12,0,0,0,N,,N,Y,Y,,,H,,N,N,,N,,,D,N,N,,,,,,,M,,99,Y,,,AAA,,,,,B,N,,V1,,STD,,,,,,,,,,,VOICE_PP;CONSUMER;,350,,,,,REGIONAL ADVTG 350,,,,,,,,,,,,,,,,,, 
IMRO5    ,02-JAN-80,27-JAN-06,08-JUL-14,754883,NBI2  ,T1406,,    ,M,A,11-NOV-00,,MSA ROAMING,O,C, ,Y,,,,,,,,,,,,N,N,N,,,R,,N,N,N,N,,,D,N,,  ,N,,,,,M,,,Y,V,RESSOCREM;,,,,,,O,,,V2,,,B,,,,,,,,,,A023;NOBUTTONS;,,,,,,MSA ROAMING,,,,,,,,,,,,,,,,,, 
R71K167  ,02-JAN-80,07-FEB-07,08-JUL-14,11111,T1206 ,T1406,,    ,M,A,11-NOV-00,10-JUN-06,NIGHTS & WEEKENDS 1K,R,C, ,N,,,,,,,,,,,,N,Y,Y,,,H,,N,N,,N,,,D,N,,,N,,,,,M,,,Y,V,ELIG_TYPE;,,,,,,T,,,V2,,,B,,,,,,,,,,A054;,,,,,,NIGHTS & WEEKENDS 1K,,,,,,,,,,,,,,,,,, 
E639     ,02-JAN-80,29-NOV-05,08-JUL-14,11111,T1206 ,T1406,1111,    ,M,A,30-NOV-05,25-JAN-11,CCS - Available for Sale,R,C, ,N,,,,,,,,,,,,N,N,N,,,G,,,,,N,,,D,,,GG,N,,,,,M,,,Y,B,,,,,,,T,,,NC,,,,,,,,,,,,,A016;,,,,,,CCS - Available for Sale,,,,,,,,,,,,,,,,,, 
PH02XXX1N,02-JAN-80,06-JAN-06,04-NOV-14,754883,NBI2  ,T1410,,DEF ,M,A,11-NOV-00,10-JUN-06,B2B HOME POOL 2500,P,C, ,Y,,,,0,0,0,0,0,0,N,,N,Y,Y,,,H,,N,N,,N,,,D,N,N,,,G,,,,M,50,,Y,,ELIG_TYPE;B2B_TYPE;,AAA,,,,,O,N,,V1,,STD,,,,,,,,,,,VOICE_PP;BUSINESS;,2500,,,,,B2B HOME POOL 2500,,,,,,,,,,,*;,,,,,,, 
R04335R  ,02-JAN-80,16-JAN-06,04-NOV-14,754883,T1206 ,T1410,,    ,M,A,11-NOV-00,10-JUN-06,NETWORK TOLL FREE,R,C, ,Y,,,,,,,,,,,,N,Y,Y,,,O,,N,N,,N,,,D,N,,  ,N,,,,,M,,,Y,V,,,,,,,T,,,V2,,,B,,,,,,,,,,A022;,,,,,,NETWORK TOLL FREE,,,,,,,,,Z2@Z6@Z9@Z1,14275449,,Y,,,,,, 
TRACELA  ,02-JAN-80,08-MAR-05,08-JUL-14,11111,INDGL ,T1406,1111,    ,M,A,11-NOV-00,,Expanded Home Area,O,C, ,Y,,,,,,,,,,,,N,N,N,,,D,,N,N,N,N,,,D,N,,  ,N,,,,,M,,,Y,V,RESSOCREM;,,,,,,T,,,NC,,,,,,,,,,,,,A012;NOBUTTONS;,,,,,,Expanded Home Area,,,,,,,,,,,,,,,,,, 
SW357P7  ,02-JAN-80,07-FEB-07,08-JUL-14,11111,T1206 ,T1406,,    ,M,A,11-NOV-00,10-JUN-06,NIGHT/WKNDS 3500,R,C, ,N,,,,,,,,,,,,N,Y,Y,,,H,,N,N,,N,,,D,N,,,N,,,,,M,,,Y,V,ELIG_TYPE;,,,,,,T,,,V2,,,B,,,,,,,,,,A054;,,,,,,NIGHT/WKNDS 3500,,,,,,,,,,,,,,,,,, 
R04626147,02-JAN-80,07-FEB-07,08-JUL-14,11111,T1206 ,T1406,,    ,M,A,11-NOV-00,10-JUN-06,NIGHTS & WEEKENDS UNL,R,C, ,N,,,,,,,,,,,,N,Y,Y,,,H,,N,N,,N,,,D,N,,,N,,,,,M,,,Y,V,ELIG_TYPE;,,,,,,T,,,V2,,,B,,,,,,,,,,A054;,,,,,,NIGHTS & WEEKENDS UNL,,,,,,,,,,,,,,,,,, 
CJUNQC24P,02-JAN-80,03-APR-07,08-JUL-14,11111,T1206 ,T1406,,    ,M,A,01-FEB-98,,NIGHTS & WEEKENDS UNL,O,C, ,Y,,,,,,,,,,,,N,Y,Y,,,H,,N,N,,N,,,D,N,,,N,S,,,,M,,,Y,V,ELIG_TYPE;RESSOCREM;FBF_XXX_UNL_NW;,,,,,,T,,,NC,,BLU,,,,,,,,,,,A054;NOBUTTONS;,,,,,,NIGHTS & WEEKENDS UNL,,,,,,,,,,,,,,,,,, 
BTXXGB735,02-JAN-80,28-OCT-05,08-JUL-14,754992,T1206 ,T1406,,DEF ,M,A,11-NOV-00,10-FEB-06,TDMA LOCAL 1400,P,C, ,N,,,,,0,12,0,0,0,N,,N,Y,Y,,,H,,N,N,,N,,,D,N,N,,,,,,,M,,99,Y,,,AAA,,,,,B,N,,V1,,STD,,,,,,,,,,,VOICE_PP;CONSUMER;,1400,,,,,TDMA LOCAL 1400,,,,,,,,,,,,,,,,,, 
BTXXNP26 ,02-JAN-80,03-AUG-05,08-JUL-14,754992,T1206 ,T1406,,BMC ,M,A,11-NOV-00,10-FEB-06,NATIONAL POOLED 500,P,C, ,N,,,,,0,12,0,0,0,N,,N,Y,Y,,,H,,N,N,,N,,,D,N,N,,,,,,,M,,99,Y,,,AAA,,,,,B,N,,V1,,STD,,,B,,,,,,,,VOICE_PP;BUSINESS;,500,,,,,NATIONAL POOLED 500,,,,,,,,,,,,,,,,,, 
PCD3     ,02-JAN-80,24-OCT-06,04-NOV-14,11111,T1206 ,T1410,1111,DEF ,M,A,06-FEB-06,15-AUG-07,BMBPECCSTELE3MB,P,C, ,Y,,,,,0,24,0,0,0,N,,N,Y,Y,,,H,,,,,N,,,D,,N,,,,,,,M,,A1,Y,,B2B_TYPE;FBF_PRD_NFR;,AAA,,,Y,,O,,,D1,,175,,,E,,,,,,,,DATA_VOICE;BUSINESS;,0,Y,,,,BMBPECCSTELE3MB,,,,,,,,,Z2@Z6@Z9@Z1,,,,,,,,, 
RD04867  ,02-JAN-80,07-FEB-07,08-JUL-14,11111,T1206 ,T1406,,    ,M,A,11-NOV-00,10-JUN-06,NIGHTS & WEEKENDS 500,R,C, ,N,,,,,,,,,,,,N,Y,Y,,,H,,N,N,,N,,,D,N,,,N,,,,,M,,,Y,V,ELIG_TYPE;,,,,,,T,,,V2,,,B,,,,,,,,,,A054;,,,,,,NIGHTS & WEEKENDS 500,,,,,,,,,,,,,,,,,, 
WTFH6N01 ,02-JAN-80,10-FEB-05,04-NOV-14,11111,T1206 ,T1410,1111,DEF ,M,A,23-MAY-03,10-JUN-06,7-7GFamily H 900R/5K          ,P,C, ,N,,,,,0,24,0,0,0,N,,N,Y,Y,,,H,,,,,N,,,D,,N,,,G,,,,M,5,,Y,,VM:BASIC;BVM;CAP_MINS900;,AAA,,,,,O,,,V1,,STD,,,,,,,,,,,VOICE_PP;CONSUMER;,900,,,,,7-7GFamily H 900R/5K          ,,,,,,,,,,,*;,,,,,,, 
TUMN000  ,02-JAN-80,08-MAR-05,04-NOV-14,11111,T1206 ,T1410,1111,    ,M,A,03-SEP-99,10-JUN-06,Message Notification,R,C,,Y,,,,,,,,,,,,N,Y,Y,,,H,,,,N,N,,,,,,,,,,,,M,,,Y,V,,,,,,,T,,,NC,,,,,,,,,,,,,A079;,,,,,,Message Notification,,,,,,,,,Z2@Z6@Z9@Z1,,,,,,,,, 
ZD201V001,02-JAN-80,07-OCT-09,04-NOV-14,11111,T1206 ,T1410,1111,DEF ,M,A,08-OCT-09,23-JUN-10,UNRC Local Link,P,C, ,Y,,,,,0,24,0,0,0,N,,N,Y,Y,,,H,,,,,N,,,D,,N,,,,,,,M,0,,Y,,ELIG_TYPE;VM:BASIC;BVM;CONV_UNICEL_CDMA;,AAA,,,N,,O,,,V1,,STD,,,V,,,,,,,,VOICE_PP;CONSUMER;,0,,,,,UNRC Local Link,,,,,,,,,Z2@Z6@Z9@Z1,,,,,,,,, 
TR84XXX2W,02-JAN-80,27-AUG-09,08-JUL-14,11111,T1206 ,T1406,1111,DEF ,M,A,25-JUL-08,25-JUL-08,PDAENTMSFTTENV5GB                            ,P,C, ,N,,,,,0,0,0,0,0,N,,N,Y,Y,,,H,,N,N,,N,,,D,N,N,,,,,,,M,,,Y,,,AAA,,,,,O,N,,V1,,STD,,,,,,,,,,,DATA_PP;CONSUMER;,0,,,,,PDAENTMSFTTENV5GB                            ,,,,,,,,,,,,,,,,,, 
SDFJ16GE ,02-JAN-80,20-AUG-13,22-SEP-14,77099101,PPOL  ,sp050,,    ,M,A,04-SEP-13,,MOBILESHAREJ135VT,R,C, ,Y,,,,,,,,,,,,N,N,N,,,G,,,,,N,,,D,,,GG,N,,,,,G,,J4@K2@J1@J2@J3@K3,Y,B,RTP;UPG_EQU_MRC_CALC;TETHERING;IRU_RESTRICTED;SPEED_TIER;,,913330759,GPRS MB SDP - SPEED TIER - SDFJ16GE,,U,O,,,D1,N,,B,,,N,,,Y,,S,,A036;A076;,,N,,0,Y,Mobile Share for iPhone on 4G LTE ,"unlimited Anytime Minutes, Nationwide Long Distance & Roaming, Unlimited domestic text, picture, video messages, and unlimited calling to/from any other domestic mobile phone, Call Forward feature, Caller ID, Call Wait, Conference Call feature. Mobile Share voice and data plan required. ",9999,GB,N,0,N,,SDP;,,,,N,P,,,,, 
TAPGTWY  ,02-JAN-80,29-AUG-13,08-JUL-14,70939708,PPOL  ,T1406,,    ,M,A,17-SEP-13,,HL_TAPGTWY,R,C, ,Y,,,,,,,,,,,,N,Y,N,,,H,,,,,N,,,D,,,,N,,,,,G,,A1,Y,B,B2B_TYPE;IRU_RESTRICTED;,,,,,,O,,,M1,,,B,,,N,,,N,,S,,A070;,,N,,0,N,HipLink TAP Input Gateway,TAP input gateway to receive messages originating as a TAP protocol format for distribution to receivers and groups.,0,,N,0,N,,,,,,N,,,,,, 
ZD2KN8767,02-JAN-80,07-FEB-07,04-NOV-14,11111,T1206 ,T1410,,    ,M,A,11-NOV-00,23-JUN-10,NIGHT & WEEKENDS 2000,R,C, ,Y,,,,,,,,,,,,N,Y,Y,,,H,,N,N,,N,,,D,N,,,N,,,,,M,,,Y,V,ELIG_TYPE;CONV_ALLTEL;FBF_XXX_LMT_NW;,,,,,,T,,,V2,,,B,,,,,,,,,,A054;,,,,,,NIGHT & WEEKENDS 2000,,,,,,,,,Z2@Z6@Z9@Z1,,,,,,,,, 
AWCHD0512,02-JAN-80,21-JUN-12,08-JUL-14,7785990,PPOL  ,T1406,,    ,M,A,17-JUL-12,,AW_CONT_DED_ENV_0512,R,C, ,Y,,,,,,,,,,,,N,Y,N,,,H,,,,,N,,,D,,,,N,,,,,G,,A1,Y,B,B2B_TYPE;RTP;IRU_RESTRICTED;,,,,,,O,,,M1,,,B,,,N,,,Y,,N,RBS,A086;,,N,,0,N,AirWatch Content Hosting Dedicated Environment 512 Licenses,AirWatch Content Hosting Dedicated Environment 512 Licenses,0,,N,0,N,,,,,,N,,,,,, 
UCHGSIM  ,02-JAN-80,06-FEB-13,08-JUL-14,7785990,PPOL  ,T1406,,    ,M,A,02-JAN-80,,INTERNAL TITAN CHARG,R,C, ,N,,,,,,,,,,,,N,N,N,,,H,,,,,N,,,D,,,,N,,,,,M,,A1,Y,B,,,,,,,O,,,NC,,,B,,,N,,,N,,N,,A070;,,N,,0,N,INTERNAL TITAN CHARGE - CHGSIM,,0,,N,0,N,,,,11242319,,Y,,,,,, 
IRCM500MN,02-JAN-80,09-OCT-12,02-OCT-14,70939708,PPOL  ,lr527,,    ,M,A,01-NOV-12,,AT&T Canada & Mexico,N,C, ,Y,,,,,,,,,,,,N,N,N,,,R,,,Y,N,N,,,D,,,  ,N,,,,,G,,,Y,V,RESSOCREM;INTL;FBF_ROAM_PKG;,,,,,,O,,,NC,N,,B,,,N,,,N,,N,,,,Y,,,N,AT&T Canada & Mexico Travel Minutes 500,,0,,N,0,N,,,,913009499,,Y,,,,,, 
ILODNR3  ,02-JAN-80,26-JUL-06,08-JUL-14,11111,T1206 ,T1406,1111,DEF ,M,A,16-JUN-05,10-JUN-06,ORGN60,P,C, ,N,,,,,0,24,0,0,0,N,,N,Y,Y,,,H,,,,,N,,,D,,N,,,,,,,M,,A1,Y,,B2B_TYPE;ELIG_TYPE;VM:BASIC;BVM;,AAA,,,Y,,O,,,V1,,STD,,,,,,,,,,,VOICE_PP;BUSINESS;,60,,,,,ORGN60,,,,,,,,,,,,,,,,,, 
PACN0N2  ,02-JAN-80,21-NOV-05,08-JUL-14,5947,T1206 ,T1406,1111,DEF ,M,A,05-MAY-06,10-JUN-06,NAT2001KNW,P,C, ,N,,,,,0,0,0,0,0,N,,N,Y,Y,,,H,,,,,N,,,D,,N,,,,,,,M,,A1@6@14@13,Y,,ELIG_TYPE;VM:BASIC;BVM;,AAA,,,N,,B,,,V1,,BLU,,,,,,,,,,,VOICE_PP;CONSUMER;,200,,,,,NAT2001KNW,,,,,,,,,,,,,,,,,, 
LTETR69B ,02-JAN-80,01-MAR-13,08-JUL-14,2342,PPOL  ,T1406,,    ,M,A,22-MAR-13,25-MAY-13,BB ENT 5120MB TE MH,R,C, ,Y,,,,,,,,,,,,N,Y,Y,,,H,,,,,N,,,D,,,,N,,,,,G,,B6,Y,B,B2B_TYPE;RTP;UPG_EQU_MRC_CALC;IRU_RESTRICTED;CUSTOM;SPEED_TIER;REM_IF_DATAGRP_DUP;,,,,,,O,,,D1,N,,B,,,N,,,N,,N,,A036;,,N,,0,Y,DataPro 5120 MB for Blackberry 4G LTE ,"5120 megabytes of domestic data usage, $0.05 each additional 1 megabyte of data usage. Unlimited domestic data usage on the AT&T Wi-Fi Basic Network. Includes tethering.",5,GB,N,0,N,,,,,,N,,,,,, 
ZDD412R77,02-JAN-80,07-SEP-08,04-NOV-14,11111,T1206 ,T1410,1111,    ,M,A,11-NOV-00,23-JUN-10,Free Weekend Min,R,C, ,Y,,,,,,,,,,,,N,Y,Y,,,H,,N,N,,N,,,D,N,,,N,,,,,M,,,Y,V,CONV_ALLTEL;FBF_XXX_UNL_NW;,,,,,,O,,,V2,,,B,,,,,,,,,,A030;,,,,,,Free Weekend Min,,,,,,,,,Z2@Z6@Z9@Z1,,,,,,,,, 
NW9197OR ,02-JAN-80,07-FEB-07,08-JUL-14,11111,T1206 ,T1406,,    ,M,A,11-NOV-00,01-JAN-09,NIGHTS & WEEKENDS UNL,R,C, ,N,,,,,,,,,,,,N,N,N,,,H,,N,N,,N,,,D,N,,,N,,,,,M,,,Y,V,ELIG_TYPE;,,,,,,T,,,V2,,,B,,,,,,,,,,A054;NOBUTTONS;,,,,,,NIGHTS & WEEKENDS UNL,,,,,,,,,,,,,,,,,, 
NGOV400A ,02-JAN-80,24-JUN-09,04-NOV-14,,T1206 ,T1410,,DEF ,M,A,26-JUN-09,,NETWORXNTN400,P,C, ,Y,,,,,0,24,0,0,0,N,,N,Y,Y,,,H,,,,,N,,,D,,N,,,,,,,G,,A1,Y,,B2B_TYPE;VM:BASIC;BVM;,AAA,,,Y,,O,N,,V1,,025,,,,,,,N,,,,VOICE_PP;BUSINESS;,400,,,,,NETWORXNTN400,,,,,,,,,Z2@Z6@Z9@Z1,,,,,,,,, 
BTPC60   ,02-JAN-80,24-JUN-09,04-NOV-14,,CSM   ,T1410,,DEF ,M,A,25-JUN-09,23-APR-14,BTNTN2100RUPTTUNW,P,C, ,Y,,,,,0,24,0,0,0,N,,N,Y,Y,,,H,,,,,N,,,D,,N,,,G,,,,M,5,,Y,,B2B_TYPE;CAP_MINS2100;VM:BASIC;BVM;,AAA,,,Y,,O,N,,V1,,STD,,,,,,,,,,,VOICE_PP;BUSINESS;,2100,,,,,"Business Talk Nation 2100 w/Rollover, UNL N&W, UNL PTT","Business Talk Nation  w/Rollover, Unlimited Nights & Weekends, Unlimited Push to Talk",,,,,,,,P9,,*;,,,,,,, 
QRU2XX43W,02-JAN-80,03-FEB-06,04-NOV-14,754992,T1206 ,T1410,,DEF ,M,A,22-FEB-08,01-JAN-09,FTNTNUNLIMITED,P,C, ,N,,,,0,0,0,0,0,0,N,,N,Y,Y,,,H,,N,N,,N,,,D,N,N,,,G,,,,M,5,,Y,,VM:BASIC;BVM;,AAA,,,,,O,N,,V1,,STD,,,,,,,,,,,VOICE_PP;CONSUMER;,0,,,,,FTNTNUNLIMITED,,,,,,,,,,,*;,,,,,,, 
2400NW07 ,02-JAN-80,20-JUL-10,04-NOV-14,70939708,T1206 ,T1410,,    ,M,A,22-MAY-10,,Unlt Nights & Wknds,R,C, ,Y,,,,,,,,,,,,N,N,N,,,H,,,N,,N,,,D,,,,N,,,,,M,,A1,Y,V,CONV_CEN;ELIG_TYPE;FBF_XXX_UNL_NW;REM_IF_DATAGRP_DUP;,,,,,,T,,,NC,,,B,,,,,,N,,,,A054;,,N,,,,Unlt Nights & Wknds,,,,,,,,,Z2@Z6@Z9@Z1,14136549,,Y,,,,,, 
CP5NB0003,02-JAN-80,19-JUL-07,04-NOV-14,11111,T1206 ,T1410,,DEF ,M,A,15-JAN-03,10-JUN-06,Pref Nat 700R/5000            ,P,C, ,Y,,,,,0,24,0,0,0,N,,N,Y,Y,,,H,,,,,N,,,D,,N,,,,,,,M,,,Y,,ELIG_TYPE;CAP_MINS700;FBF_PRD_LMTD;FBF_XXX_LMT_NW;,AAA,,,,,O,,,V1,,STD,,,,,,,,,,,VOICE_PP;CONSUMER;,700,,,,,Pref Nat 700R/5000            ,,,,,,,,,Z2@Z6@Z9@Z1,,,,,,,,, 
ARDTB000 ,02-JAN-80,08-MAR-05,08-JUL-14,11111,T1206 ,T1406,1111,    ,M,A,04-AUG-98,10-JUN-06,Double Minutes,R,P,,N,,,,,,,,,,,,N,Y,Y,,,H,,,,N,N,,,D,,,,,,,,,M,,,Y,V,,,,,,,T,,,NC,,,,,,,,,,,,,A003;,,,,,,Double Minutes,,,,,,,,,,,,,,,,,, 
GPODNB25 ,02-JAN-80,26-JUL-06,08-JUL-14,11111,T1206 ,T1406,1111,DEF ,M,A,16-JUN-05,10-JUN-06,OBFRRGNNI,P,C, ,N,,,,,0,24,0,0,0,N,,N,Y,Y,,,H,,,,,N,,,D,,N,,,,,,,M,,A1,Y,,B2B_TYPE;ELIG_TYPE;VM:BASIC;BVM;,AAA,,,Y,,O,,,V1,,STD,,,,,,,,,,,VOICE_PP;BUSINESS;,0,,,,,OBFRRGNNI,,,,,,,,,,,,,,,,,, 
AG08     ,02-JAN-80,04-NOV-08,08-JUL-14,11111,T1206 ,T1406,1111,    ,M,A,24-JUN-04,05-NOV-08,08 PT DIS 3MB BB,R,C, ,N,,,,,,,,,,,,N,Y,Y,,,G,,,,,N,,,D,,,GG,N,,,,,G,,A1,Y,B,REM_IF_DATAGRP_DUP;FBF_XXX_LMT_GPR;,,41293,GPRS BB ALL9 3MB $0.01KB ADDL,,U,O,,4700,D1,,,,,,,,,,,,,A036;,,Y,,,,08 PT DIS 3MB BB,,,,,,,,,,41293,,Y,,,,,, 
ZD6QECV01,02-JAN-80,04-FEB-06,04-NOV-14,754992,ZOD2A ,T1410,,DEF ,M,A,23-NOV-09,23-JUN-10,FAM NATIONAL FRDM900,P,C, ,Y,,,,0,0,0,0,0,0,N,,N,Y,Y,,,H,,N,N,,N,,,D,N,N,,,G,,,,M,5,,Y,,ELIG_TYPE;VM:BASIC;BVM;CONV_ALLTEL;CONV_ZOD_ALIST;,AAA,,,,,O,N,,V1,,STD,,,,,,,,,,,VOICE_PP;CONSUMER;,900,,,,,FAM NATIONAL FRDM900,,,,,,,,,,,*;,,,,,,, 
ZFBIPUNTE,02-JAN-80,30-JAN-14,08-JUL-14,77099101,PPOL  ,T1406,,    ,M,A,24-DEC-13,,FB IPHONE UNL AO TE,R,C, ,Y,,,,,,,,,,,,N,Y,Y,,,H,,,,,N,,,D,,,,N,,,,,G,,K1@V3@V4@V5@V6,Y,B,B2B_TYPE;RTP;UPG_EQU_MRC_CALC;IRU_RESTRICTED;CUSTOM;REM_IF_DATAGRP_DUP;,,,,,,O,,,D1,N,,B,,,N,,,N,,N,,A036;A076;,,Y,,0,N,Unl Domestic Data for iPhone w/Tethering,"unlimited domestic data usage, unlimited domestic data usage on the AT&T Wi-Fi Basic Network for 3G and 4G devices. Mobile Hotspot, tethering and Visual Voicemail available with compatible devices. Access to corporate email, company intranet sites and other business applications.",0,,N,0,N,,,,,,N,,N,,,, 
TMDMS8192,02-JAN-80,07-FEB-14,08-JUL-14,2333031,PPOL  ,T1406,,    ,M,A,04-MAR-14,,TMDM SEC PLUS 8192,R,C, ,Y,,,,,,,,,,,,N,Y,N,,,H,,,,,N,,,D,,,,N,,,,,G,,A1,Y,B,B2B_TYPE;RTP;IRU_RESTRICTED;SOCCOMB;,,,,,,O,,,M1,,,B,,,N,,,Y,,N,RBS,A086;,,N,,0,N,Mobile Device Management Security Plus 8192 Licenses,,0,,N,0,N,,,,,,N,,N,,,, 
TGLASDL7 ,02-JAN-80,04-SEP-14,22-SEP-14,699047,PPOL  ,gr260,,    ,M,A,23-SEP-14,,TGL EXTEND SPRT L7,R,C, ,Y,,,,,,,,,,,,N,Y,N,,,G,,,,,N,,,D,,,GG,N,,,,,G,,A1,Y,B,B2B_TYPE;RTP;IRU_RESTRICTED;,,,,,,O,,,M1,N,,B,,,N,,,Y,,S,RBS,A086;,,N,0,0,N,Toggle Extended Technical Support Level 7,"24x7 technical support by the Mobility Solutions Services Application Service Desk. Level 7 includes 1,001 - 2,000 licenses.",0,,N,0,N,,,,,,N,,N,,,, 
ZILR40200,02-JAN-80,03-MAR-14,04-NOV-14,699052,PPOL  ,T1410,,    ,M,A,07-MAR-14,,VOICEINTRM40200,R,C, ,Y,,,,,,,,,,,,N,N,N,,,H,,,,,N,,,D,,,,N,,,,,G,,A1,Y,V,B2B_TYPE;INTL;IRU_RESTRICTED;CUSTOM;GUGWT;,,,,,,O,,,V2,N,,B,,,N,,,N,,N,,A043;,,N,,0,N,Custom International Voice Roaming,$0.40 per minute for all calls placed or received while in the countries included in the Data Global Add-On Packages (see att.com/globalcountries) or $2.00 per minute for all calls placed or received outside these countries. $0.005 per kilobyte for data in the countries included in the Data Global Add-On Packages or $0.015 per kilobyte for data outside these countries.,0,,N,0,N,,,Z2@Z6@Z1,,,N,,N,,,, 
